review_description,polarity,Sentiment
one worst application ever see reservation ticket platform reservation ticket trip ticket amount safe application respect please reservation many one,0.0,Positive
poor experience bus operator bus raise request cancel bus get didnt refund multiple time try reach support connect bad support careful support money get waste link didnt help please remove cant support,-0.27999999999999997,Negative
effective service team good choice manage,0.6499999999999999,Positive
terribly shoddy experience cab literally last minute without warn despite confirm couple previous process chat raise grievance spend hour phone find alternative compensate terrible never,-0.3666666666666667,Negative
bad unexpected experience confirmation get message confirmation end money would wait week refund surprise data also find account notification refund contact number provide,-0.29999999999999993,Negative
worst experience care service flight yesterday refund get wallet clearly state section wallet money receive flight cancellation never expire one day refund get try contact support way connect them,-0.45,Negative
dont know less make trip actual price thats face many time check total amount make trip time check pay extra otherwise check staff behavior decent room give good price recommend never via make trip call reception ask,0.17142857142857143,Positive
worst experience make via people group go extra money person person room already extra via instead uncomfortable situation talk manager able resolve complete fraud ultimately pay extra,-0.1125,Negative
good untill otherwise flight cancellation already fare charge extra convenience fee cancellation fee donation totally helpless situation twice beware confirm prior change select zero cancellation pay little extra already,0.08541666666666665,Positive
honestly never try bus though bus late never pick try navigate help line number honestly less jump though talk real wait insane one pick call never though,-0.31333333333333335,Negative
apply visa still send embassy next day send travel date approach dont see progress response care always busy support local ready help,0.07500000000000001,Positive
since flight great experience also easiest platform wherever want show price also get many easy way great experience experience,0.6333333333333333,Positive
poor try tell personally damn mistake loss money well respect complaint call care respond even try connect month directly disconnect phone well china much money lose also material,-0.07999999999999999,Negative
international flight also travel insurance reliance visa appointment check insurance doc available somehow get visa officer insurance doc due miss policy entirely new travel insurance visa insurance company insurance support could get disappoint,0.1028409090909091,Positive
follow previous complaint link provide rais ticket option issue still resolve room still receive refund yet days able reach live support agent raise request refund proper way register complaint well pathetic service,-0.1614718614718615,Negative
rat late service quality decline channel contact support resolve issue list sometimes support phone support painfully long hold kind create channel support hope afford,0.08333333333333333,Positive
poor service dont install support cancel trip without notification initiate refund yet lose money scam people dont trust make trip another better application,0.04999999999999999,Positive
since happy service leave client issue would recommend dont better direct site,0.46666666666666673,Positive
trip guarantee feature totally rail person journey give wait ticket travel valid like feature first last change travel,0.08333333333333333,Positive
make trip last year ago continue train flight last month trip guarantee train ticket train journey trip guarantee ticket confirm seat thats make trip refund money train ticket confirm still refund money send strongly advise everyone scam,0.14444444444444443,Positive
trip guarantee program fraud train ticket wife current status receive message longer cover trip price higher price suppose return ticket confirm wife cannot travel entire scheme big fraud loot please stop fraud,0.0625,Positive
easier well send new feature really,0.16818181818181818,Positive
bad support relate issue behalf many post fake redundant recently different usually give star completely utter nonsense help anyone support team doubt third class likely give minus five rat one good rat pick call timely thats give rat,-0.05,Negative
recently entry try check agree pay extra amount could place night contact care hustle yes dont get reasonable,0.06666666666666667,Positive
bus break alternative bus provide time difficult stay night time till destination drop cant raise complaint well,-0.4,Negative
cab trip go well destination driver inform raid extra amount match per price trip copy care justify price per disappoint way care,0.0,Positive
cab airport cab never come time try reach help desk realize help desk work call automatic answer machine repeat irrelevant cut call prompt enough send invoice never,-0.25,Negative
good experience recently day schedule time look wait find seat confirm chart prepare good help thats thank comparison find also seat good,0.5249999999999999,Positive
worst option complaint flight still convenience fee refund money add seat fee take convenience fee cheat one complaint,-0.5333333333333333,Negative
upon rat stay try add review wont get last even access camera still show error cant review leave offer least let post review man pathetic,-0.43333333333333335,Negative
site cheater charge name trip guarantee last minute give logically charge money baseless didnt get confirm trip guarantee return also waste dont care number report fraud people fraud site worst site,-0.2375,Negative
fraud voucher give trip guarantee doesnt work service begin way reach one poor experience,-0.4,Negative
service become difficult way talk service executive automatic service always non human system cant always get resolve auto,-0.25,Negative
please cant cancel raise service horrible way reach many reliable avoid response well,-0.25,Negative
please risk refund case bus get bus operator destination city also bad experience bus operator middle journey ask find bus mid night due less rais complaint month yet response team,-0.21527777777777776,Negative
one worst let whole night spend open family cut short trip come back home pathetic company get support care also take hour make understand query situation would recommend never ever fraud highest rat negative please consider negative rat service,-0.3,Negative
need simply also give special discount upgrade regular,0.11904761904761905,Positive
bus make trip bus bus without prior information make trip care number respond bad care havent receive refund yet bad experience make trip,-0.46666666666666656,Negative
black member big scam ask people opt option trip guarantee train opt one ticket confirm dont pay ticket doesnt get confirm per two one surprise receive message one ticket get confirm still possible,-0.05555555555555555,Negative
please stop train didnt receive money cancellation still stick refund yet long time show amount per,-0.05,Negative
make trip charge give false information highly unprofessional approach part dont check authenticity interest huge commission better individual make trip,0.132,Positive
state make trip face delay issue around bus conductor provide make trip also refund compensation provide proper service support provide make raise request response receive make trip,0.0,Positive
beware dont via application steal money dont refund back easily policy dont know government risk check well take side play badminton treat definitely suggest check,0.14444444444444446,Positive
bad experience payment manager say dont accept make trip support answer get refund till bad dont,-0.6999999999999998,Negative
urgent help pacific need add luggage reservation could please guide procedure via find always baggage available,0.4,Positive
worst platform bus middle journey raise request regard platform till today update regard even care helpful,-0.5,Negative
international cab site see package worst experience entry time transfer local operator never call worst never,-0.5,Negative
really good much like pay reason cancel wont even get full refund worse day day,0.2125,Positive
even developer response get team assure hundred percent refund already ten days hence many end team even get response every time assure resolve one two business day support dont understand business last six,0.16666666666666666,Positive
worst ever flight confirm side wouldnt reimburse days scam really recommend everyone,-0.4,Negative
train trip guarantee offer didnt get confirm get make trip give hand say benefit partially pay higher amount trip guarantee offer satisfy,0.075,Positive
bad experience train ticket trip guarantee scheme cost ticket could get confirm return full amount per claim return,-0.17499999999999993,Negative
generally experience last trip bad flight connect later know expect know time gap enough consider passenger first collect baggage belt exit airport reach next terminal peak traffic,-0.05714285714285711,Negative
offer apply offer mismatch even feedback error write code,0.0,Positive
fraud make make trip amount account many time care option talk care executive,0.5,Positive
make flight flight payment receive bank wait refund flight thank,0.0,Positive
superb experience hassle free approach honest polite keep cancellation also easy,0.6083333333333334,Positive
one worst experience connect care team refund relate easily accessible find contact phone number,-0.3125,Negative
able post review ask give permission camera storage already give permission,0.5,Positive
update dont ticket cam wrong name raise issue today yet show certain discount bank next step discount doesnt apply certain would like apply discount yes amount discount mislead cheat,-0.017857142857142856,Negative
confirm even people say didnt get time care say amount didnt receive later care say sir please wait couple amount refund sure didnt get amount next day still didnt even reply mail horrible,-0.125,Negative
fraudulent company bus operator receive follow refund make trip complaint never trip experience ever,-0.3,Negative
could star would give flight get return money month call support never application greed additional discount,0.0,Positive
refund money even travel say make trip hold refund executive connect bus say get full refund ride ticket reliable platform like already get request urgent call back please waste hard money scam like steal money,-0.03541666666666668,Negative
make travel easy also automatic web become first choice flight,0.3416666666666667,Positive
worst service do bus board point month please never never never service,-1.0,Negative
worst service ever see life dont train ticket focus money care lose many money many time,0.0,Positive
accurate perfect say assistant magnanimous,0.7000000000000001,Positive
bad service request one try service fake didnt receive refund amount yet didnt response also bad service,-0.6333333333333332,Negative
please dont try worst worst company bad service bus cancellation bus operator refund hate,-0.875,Negative
train problem want modify suddenly phone compatible,0.0,Positive
request believe application trip plan sense less amount refund happen application,-0.16666666666666666,Negative
experience bad make trip even check list please application,-0.6999999999999998,Negative
accidentally make wrong try make wait till last moment still get room leave without roof,-0.25,Negative
even complaint error try call ill get call travel compensate trouble give bus operator,-0.3333333333333333,Negative
option support talk executive auto cancellation unnecessary refund time,-0.4,Negative
worst find empty land instead tent honeymoon get empty land basic scam also higher,-0.19000000000000003,Negative
extremely convenient travel relate purpose love lot,0.1875,Positive
frequently find friendly,0.2375,Positive
pathetic new unresponsive check another say resolve issue do far,-0.2545454545454546,Negative
give fully cheat look many days satisfy service and finally trip fund rich creative situation,0.34375,Positive
since today morn cant see update work fine issue train device,0.4166666666666667,Positive
easy cancel flight add exist install cool,0.39166666666666666,Positive
dont train ticket first destination return train get didnt get refund experience,0.25,Positive
bad experience trip flight next flight unable reach day room force new far away next day afternoon important site spill small amount food car seat,-0.10170454545454544,Negative
pathetic service make trip name gift voucher people cheat really recommend traveller really want money wont get waste,-0.2,Negative
poor service may first flight flight amount till today didnt dont preferable,-0.07500000000000001,Negative
avoid vicious end pay vacation pretty much wrong size room wrong count junior suite room hefty salvage vacation rip fake try reach skirt pay back nope never review,-0.375,Negative
terrible service system never try dont expect give cheap ticket easy refund timely service support leave review delete account permanently good bye,0.13333333333333333,Positive
even flight departure wasnt send notification flight pathetic pathetic wish could give zero never flight indigo directly,-0.6333333333333333,Negative
cant embrace honest mistake still charge cancellation fee even think want cancel even international flight without penalty bus greedy charge penalty grow service,0.3,Positive
number directly contact care executive make trip day day get voucher expiry date still able flight link reply review share open link option send contact support agent,0.19999999999999998,Positive
never international make payment spend care eventually make payment pay full amount try negotiate instead eventually end pay difference even tell wouldnt reimburse actual amount per bank statement lessor amount,0.11666666666666665,Positive
return amount even buy trip money insurance even flight within insurance tell agent around would cancellation total deduction around justify talk since past month theyre say ill get remain refund days theyre ticket without information,-0.25,Negative
worst dont refer total fraud cancel refund amount rupee policy get deduction remain amount rupee waste time also waste money,-0.35,Negative
totally fraud many hide flight price lock worst service steal money pocket,-0.16666666666666666,Negative
make trip good except one allocation seat railway pathetic people make sure different every time,0.04999999999999999,Positive
disappoint service though web portal money get account unsuccessful inform receive refund within days havent receive refund worst care service direct number available call ask query raise concern ticket also get close without query actually resolve dont,-0.125,Negative
dont miss amount lose experience worst stay road dont,-1.0,Negative
without stay amount please cautious,0.0,Positive
sir cancel refund amount mistake try make immediately cancel inform confirmation call cal ask check say also mistake one solve issue recommend make trip one fool,0.0,Positive
cant find unique link share would highly speak support staff terrible request refund bus operator days neither refund provide team zero support,-0.155,Negative
travel simply,0.0,Positive
even though camera storage permission show please enable message unable please fix,-0.5,Negative
list bed inform wont even refund say stay bad support,-0.6999999999999998,Negative
frequent bus option fail last even unable search get bus option,-0.225,Negative
make trip since many whether stay flight bus every manner best platform best possible recommend everyone,0.625,Positive
worst make trip care toll free number worst service kindly dont kind travel waste service never experience travel worst service people connect back worst experience,-0.2888888888888889,Negative
one biggest history air even whats point,0.0,Positive
hello trip guarantee feature get refund wait list chart preparation magic behind feature apply certain train wherein get partially time get refund partially confirm find availability save money,0.022857142857142854,Positive
rubbish support system totally less prefer site avoid anyone cheap aware certainly fall trap never get help support executive,0.17440476190476192,Positive
fraud company money trip guarantee transfer amount money voucher also less,-0.16666666666666666,Negative
lose money second time proper channel speak support unique link say share bus leave without issue bus end make sure refund money back dont give stupid answer bus raise dont explain give back money dont,0.010714285714285723,Positive
care allow raise complaint emergency dont option call get money wont bother,-0.3,Negative
three time rail trip guarantee always provide ticket ticket price trip guarantee didnt refund time time fare cheat,0.0,Positive
worst application extra money even contact respond issue dont believe good idea everyone contact directly platform,-0.05000000000000001,Negative
dont send mislead link review even get proper page support team reachable refund support request pend long time,-0.025,Negative
disappoint experience swaraj resort geyser room wasnt function without hot water add inconvenience power cut water pressure unacceptably low significantly affect stay leave dissatisfy overall service series face swaraj resort make stay far enjoyable,0.2041666666666667,Positive
excellent convenient reliable exhaustive open part country plus competitive outstand,0.5,Positive
time fare guarantee ticket confirmation special status wait change accord site save money dont trip guarantee feature,0.35714285714285715,Positive
worst experience breakfast restaurant good cheap low quality food poor ambience cancel breakfast tell breakfast get whenever want bother call unnecessary,-0.11666666666666668,Negative
bad flight didnt refund even cancel ticket one month direct flight best way flight ticket,0.1333333333333334,Positive
less never trip plan never never able give refund allot people one seat instead three,-0.20833333333333331,Negative
handle flight whole trip efficiently quickly do good kudos staff management highly recommend,0.3533333333333333,Positive
bad experience regard contact number mail support also flight cancellation indigo make trip show cancellation fee donation fee much loot,-0.24999999999999992,Negative
dont confirm train ticket dont opt premium service extra one biggest scam ever happen better worst experience ever,-0.16666666666666666,Negative
worst experience dont far better cancellation never refund time flight raise refund make trip say refund process say already havent get money,-0.13333333333333333,Negative
already full didnt provide reimburse charge new amount horrible experience care support,-0.17121212121212123,Negative
worst experience till date refund really bad especially north without false information refund fraud money like cheat care never refund ever dont,-0.5249999999999999,Negative
best since best flight fast smooth work also experience,0.65,Positive
previous review flight cab flight new review many less notification category better,0.1606060606060606,Positive
need change name traveller unable contact regular change platform another easy access,-0.022222222222222216,Negative
worst travel ever ticket trip guarantee refund didnt fake market dont believe get,-0.75,Negative
love also block feature quite regularly also shout care reimburse inadvertent mistake,0.25,Positive
deeply disappoint provide recent travel particularly partner experience worry series distress significantly impact travel initially legitimacy bus service provide unfortunately trip unexpectedly mere three departure,-0.06547619047619048,Negative
worst service ever dont suffer like dont make trip worst service ever villa goa also payment goa family per location location fake try call owner didnt pick call almost stand road try family majority make trip well didnt get help worst service ever,-0.875,Negative
worst experience refund flight still constant month care extremely incompetent say do part case connect promise get call within also writ avail,-0.45,Negative
totally fake dont trip option totally fake charge extra money trip option end time ticket confirm three time money option also fake didnt give rat totally disappoint,-0.3,Negative
car pickup send one yet later flight ticket support care support pathetic guess time change portal,-0.5,Negative
worst please dont offer trip option theyll charge extra promise refund confirm theyll provide ticket price per rest theyll give coupon also usable,-0.5,Negative
horrible service experience never ever repeat mistake brand international travel joke suggestion never ever plan international trip brand,-0.3333333333333333,Negative
worst device forever try ticket emergency availability keep error error able provide show,-0.25,Negative
awesome experience show wait list first wait list cancel afterwards,0.625,Positive
give star rat last time around time around give star price lock feature pay extra odd account failure unable get warm body phone explain,-0.0638888888888889,Negative
dont deserve star also cab cabby didnt arrive location arrange another transport care also deny refund experience dont waste time resource,-0.2,Negative
worst policy doesnt even consider request emergency situation cancel neither make trip team please update policy loss loss money consider return half amount allow free cancellation check time,-0.2555555555555556,Negative
train trip keep wait list week wait list cancel shouldnt show trip,0.0,Positive
make confirmation make three week cancellation make upset mind look better,0.5,Positive
helpful find good location easy apart also good thats give star side,0.611111111111111,Positive
trip worst install trust wont post incident home horrible havent get refund yet also everyone post please dont install also proper care money,-0.6666666666666666,Negative
finally never support number give number right help,0.14285714285714285,Positive
ticket first flight flight get rais refund request trip close request without process refund days time care number also reachable really dont understand time functional way contact money get block service really bad strange know repute company way,-0.07499999999999996,Negative
pathetic experience fool proper support solve especially international dont international trip via absolute,-0.16,Negative
journey still destination yet journey mark complete bus journey commencement read light bus dirty stink bus ticket road force get sion daughter move another bus drop staff bus drink rude whole journey uncomfortable worry,-0.11666666666666665,Negative
cab service make full payment advance receive confirmation well still confirm status unable find cab upon call service get know driver pick find alternative solution end pay almost double fare provide link work,-0.05000000000000001,Negative
greedy mediator cancellation fee trip wont refund even hour truth dont require much cancellation fee official,0.2,Positive
board time bus come board point also time bus due issue time bus battery issue finally total bus breakdown near nearly journey didnt provide alternate vehicle even didnt refund take cab need refund worst journey experience morn star never,-0.15416666666666667,Negative
pathetic cab service cab certain driver come far away pickup point able reach number finally complaint twitter assure provide alternative cab wast couple tell cant provide cab moment mean cant trust important like drop,-0.05688775510204082,Negative
worst ever please dont train ticket confirm change extra money person one ticket confirm partial wont refund money support service,-0.3666666666666667,Negative
bus friendly ignore request stop urgent toilet need respond poorly future never travel make trip improve yas service good service poor bad experience,-0.009722222222222224,Negative
average per day star available per night felt high demand guest available pad total night trip flight two adult one cost taxi,0.15166666666666667,Positive
good cant make payment android outside totally bizarre need real good even come par disappoint,0.525,Positive
difficult support doesnt work support doesnt even work cut automatically round round need assistance,-0.3,Negative
make trip trip guarantee refund unconfirmed receive support disappoint experience hope fix fast,0.2,Positive
never international flight ticket keep extend date refund never trust,0.0,Positive
pathetic option contact service wait respond urgent cannot support contact except site,-1.0,Negative
train ticket automatically last days didnt get refund care also well,0.0,Positive
worst support doesnt resolve issue didnt get refund bus cancellation week still response,-1.0,Negative
comfortable nice nice stay always wonderful experience thank much,0.56,Positive
worst ticket experience ever last days try change flight cant digitally service send couple couple international one respond one deal best reply flight take travel industry critical one need speed like name atta ref route,0.0,Positive
experience literally bad provide end remove charge extra dont trust next time respective save money,-0.17499999999999996,Negative
option track service request option service contact many call care solution receive raise three service request per refund service request show reply refund receive,0.5,Positive
higher price flight time information message fare amount seriously fool better research rely,0.1388888888888889,Positive
service get one last moment per cost like basement build also ugly two time property proper response receive trip,-0.2333333333333333,Negative
beware fraud company make trip flight full refund total lie never get care fraud steal money people daily total scam,0.0875,Positive
long major problem dont provide bus number due face many red bus good,0.18125,Positive
connect worst make trip help inconvenience two connect different connect feature take risk silent worst experience,-0.5,Negative
convenient track bus location new place also last minute would love see next trip,0.1590909090909091,Positive
worst service worst cancellation policy worst service full cancellation policy available cancel application web service well pathetic experience worst travel,-0.6071428571428571,Negative
pathetic without time waste also cannot reach,-0.6,Negative
make trip really great always give help side service really awesome help bottom heart thank billion make trip,0.9,Positive
tha occasionally need come great keep,0.4,Positive
worst service wait one month refund still clarity poor service support follow daily call receive formal system less,-0.39166666666666666,Negative
search work time available temporarily please try,0.4,Positive
extremely disappoint would give rat possible month still havent receive refund operator last moment yet receive reimbursement,-0.041666666666666664,Negative
super friendly interface navigation wonderful service,0.5694444444444444,Positive
stay often keep travel stay anywhere friendly really love,0.4375,Positive
service really third grade capable refund take days refund still convenience also refund cancel refund money days take refund time refund cancelation first otherwise dont take convenience survey face media,0.15,Positive
go see cab support comfort senior,0.0,Positive
supportive twice dont send confirmation time cancellation lose money dont,0.5,Positive
worst experience bus ticket operator soon get information speak service front confirm bus counter say money within havent receive refund also call care need full refund,-0.325,Negative
bad try select date whare available,-0.1499999999999999,Negative
title disappoint bus cancellation refund experience bus ticket bus get provide timely refund respond travel cad unnecessary stress need improve communication refund,-0.4,Negative
good nice ultimate understand sorry may part know many people ultimate kindly ignore feel write enjoy,0.2875,Positive
easily accessible lower price affordable friendly,0.375,Positive
currently support flight case please track thats reply get ask support youve bus ticket wouldnt care provide wrong cannot contact bus owner bus owner even remove bus still help please help anyhow need help reach,-0.25,Negative
unable check train status even unable another train whats issue handset service wrong sudden handset latest phone year back android new feature doesnt handset,-0.12337662337662338,Negative
great application easy simple need proper care support talk care directly,0.2666666666666667,Positive
scam family ladies extra trip guarantee didnt able confirm ticket put ticket totally waste money,0.09999999999999999,Positive
horrible bus bus meet care support try number option speak,-1.0,Negative
class ticket due slow speed like tortoise ticket try ticket ease trip site,-0.21250000000000002,Negative
try room make trip around already care service agent tell fund days still didnt receive refund yet way communicate make trip service call dont last,0.0,Positive
always good experience previously experience love till make trip need also make trip good,0.4333333333333333,Positive
always show trip guarantee click find available better save extra,0.3,Positive
outstation cab car send different one wasnt switch despite journey downhill journey hot day road well expressway straight road hilly travel age courtesy show driver partner start receive multiple driver intermediary agent,0.1125,Positive
never pathetic care team exist raise ticket refund almost week still revert option chat,0.5,Positive
ticket cancel part trip suppose get refund two still wait rest amount,0.0,Positive
worst application flight even cancellation company side refund amount even time cancellation bad application even star rat,-0.8499999999999999,Negative
horrible experience raise claim august flight easy jet however till date receive refund check easy jet per amount already make trip august however portal show refund pend claim raise august today highly recommend,0.006666666666666675,Positive
worst experience ticket due refund account see account refund receive,-0.5625,Negative
indigo long back money back flight back even multiple follow bad experience,-0.12499999999999999,Negative
journey worst provide claim high rent driver supportive even stop bus emergency rude behaviour waste money risky feel bad connect,-0.2566666666666666,Negative
unethical way extra name service code charge discount end page,0.0,Positive
please careful scam service girl reservation instead want change want cancel trip need pay one request one call support,-0.1,Negative
awesome find cancellation process easy trouble free keep best,0.5266666666666666,Positive
worst experience try make money support operator reschedule make trip option cancellation,-1.0,Negative
worst experience cancel flight time also people cancellation fee cancel time acceptable convenience fee totally worst service provider,-1.0,Negative
poor service even payment confirm struggle,-0.4,Negative
last moment make trip unaware receive call whole trip ruin,0.06666666666666667,Positive
operator allow want cancel get cancelation money really pathetic business,-1.0,Negative
easy work fast delay friendly also fast,0.3020833333333333,Positive
latest update work feature available disable entire total waste,0.13999999999999999,Positive
happy helpful find travel plan helpful,0.8,Positive
worst experience ticket make trip pick point ticket confirm upper birth bus charter inform successful double amount get next day refund do service service get refund,-0.05,Negative
poor service bus ticket hour reach one check time disappoint,-0.4,Negative
reach tell triple room available shift another staff rude clear change manager say morn phone reception get even water well know havent give solution give next rather wast money commercial focus,0.040000000000000015,Positive
one worst travel service facility able person problem,-0.25,Negative
work option need improve interactive functionality fix,0.0,Positive
please remove nonsense offer trip guarantee waste money lower trust middle men would rather next time onwards,-0.06666666666666667,Negative
flight payment kill restart many time payment also reason poor error,0.04999999999999999,Positive
experience application ticket trip guarantee feature wait list wont trust season demand ticket day journey application trip guarantee feature journey,0.0,Positive
worst experience dont recommend anyone good company service good bus get due service breakdown havent money back till raise ticket didnt resolve issue support number less connect service agent,0.018055555555555543,Positive
good cant cash train ticket every time dont need travel bus also available many please fix,0.5333333333333333,Positive
hope negative review refund give rubbish even connect phone costumer service double face ever,-0.15,Negative
forever search cannot web search good send less recommendation,0.26666666666666666,Positive
opinion good response support good experience,0.7,Positive
quick convenient various available even confirmation possibility great peace,0.38333333333333336,Positive
waste trine ticket wait list get cant call care rase complete call tell amount get refund saw show dont wast face problem wont help,-0.05,Negative
bad tell lie refund give coupon bad term condition give rat star,-0.6999999999999998,Negative
support contact phone provide chat responsive idea available kind support even poor business market bait switch tactics latest dont work discount send make whole deliberately two flight clarity unique link contact,0.2791666666666667,Positive
really bad experience miss flight small simple advice dont show connect flight possible real time another bad experience unable cancel train ticket even open ticket try cancel days big doesnt even proper communication portal except doesnt connect dear money kindly provide valid,-0.1227272727272727,Negative
worst play fraud train trip guarantee option still ticket wait list proper care service also say ticket thy refund amount fake option select spoil trip shameless keep fee back,-0.375,Negative
really bad experience people due state get message say transport operator claim refund try didnt give refund end due fear whole amount cancel ticket amount state amount deduction even support horrible directly blame maybe design better,-0.16428571428571423,Negative
worst care recently bus bus operator last minute proper care connect refund body answer link direct link wast time similar experience face even outstation cab fraud dont worst partner,-0.2714285714285714,Negative
fraud site never recently cab airport whose distance trip completion trip add extra invoice without justification raise bill value route take driver extra addition neither get route care admit rhetoric sorry valid put,-0.125,Negative
android full try sell insurance cancelation cover priority baggage belt become insurance sell outfit black program less care wave convenience fee perhaps two unavailable time flight go available selection exploitation best huge fail rely,0.18809523809523812,Positive
zero support bus give intimation happen incorrect contact incorrect location bloody way reach get bus ride get due vehicle issue way even connect get money scam money sense travel relate dont offer support never,-0.4625,Negative
worst application proper response face auto close raise request better rather make trip thats proper assistance really want quick response waste,-0.02380952380952381,Negative
worst experience call time keep wait still didnt call back,-0.5,Negative
bad experience travel abroad tour package provide absolutely support reach destination provide emergency contact number incorrect raise support ticket connect issue worst ever automatically close support without response never suggest anybody international tour,-0.37499999999999994,Negative
worth zero yesterday night manual error make resort support could neither avail stay resort current day auto do day inform neither date change penny understand date due issue choose current date,0.04375,Positive
stupid lock price flight however still ask pay full price flight due confusion end pay extra flight would simply flight fancy feature doesnt work make spend like dark pattern make end spend,-0.12083333333333333,Negative
trip bus operator raise ticket status issue resolve trip operator receive refund way contact support never bad experience travel edit unique link company flight cater requirement refund bus service helpful resolve,0.36249999999999993,Positive
process time smooth however time face error voucher service extremely bad first days personally call call hardly resolution days issue team first urgency address issue trip start days finally directly connect resolve issue min,0.001190476190476214,Positive
worst service train ticket get even full payment make trip deduct amount get full amount refund one problem mode get money way original payment mode payment already money credit,0.01874999999999999,Positive
since last never face big issue whenever ticket get refund easily recently make later bus operator last minute since wait refund claim refund say bus refund money dont see way directly call support dont even provide proper dont ever trust worst support,-0.1125,Negative
consider chang flight ticket prove quite difficult process way simplify process modify flight within would greatly improve experience hope make make essential task,0.10000000000000002,Positive
application cancellation wont pay back bind ticket direct counter amount back account channel payment amount back urge amount pathetic experience bad suggest,-0.26666666666666666,Negative
able couple show location try error show,0.5,Positive
never cab service horrible experience outstation cab non functional cab driver different also driver many time theres ownership send call response post dont take responsibility service pathetic experience,-0.375,Negative
terrible experience deduct money bank account flight ticket either do claim amount work days refund never service nonexistent keep beat around bush never actually refund money pathetic dont deserve even star,-0.6666666666666666,Negative
fantastic experience recent travel friendly interface make easy search wide range give flexibility best process smooth timely trip overall good experience really recommend platform,0.3408333333333333,Positive
zero care bad exercise cant dont care name communication writ feel free share service wrong automatically search current date usual reschedule refund advise cancel try refund end tell do refund compensation take care,-0.20999999999999996,Negative
would give minus flight one date get another date support executive say technical application get ticket full refund original payment mode except conveyance fee debit card offer amount get amount say possible refund rest,0.125,Positive
first time make trip bus journey bus operator didnt receive call message regard go board point bus location say already morn waste time money try contact support theres contact number give connect disastrous experience option leave take legal action,-0.06999999999999998,Negative
highly disappoint trip shock get due technical money bank stick go much tension trauma writ one respond want run business efficient enough solve service platform one chat enquire,0.047,Positive
pathetic experience go dont room make trip payment timely extra money regard body respond positively return cancellation money ultimately everyone cheat advice avoid make trip many time,-0.05454545454545454,Negative
go make trip worst feel like wastage show bor many lot dont know good home town change itinerary travel self one time search particular place provide worst experience,-0.12666666666666668,Negative
dont even want rate star highly disappoint first time make highly disappoint please dont flight ticket money get didnt even flight lose money havent yet support service bad dont even help think trustworthy wasnt lose money,-0.032499999999999946,Negative
worst would suggest direct instead party offer real support bus recently however make trip driver tell bus breakdown wait bus show find travel raise refund request close request way contact absolutely worst,-0.33999999999999997,Negative
really really work platform dont feature raise support complaint ticket support contact number let talk executive worst worst kind support even mobile option connect executive schedule call persist ill throw card switch better option,-0.21428571428571427,Negative
never recommend ever worst ever see totally fraud board place show wrong gate actual board place kale place away give board place also option cancellation waste money time,-0.33999999999999997,Negative
first show price try give error say go wrong thankful didnt pay first take outside try price get totally fraud like application make fraud service,0.0,Positive
really bad experience time provide allow enter really bad make trip dont even complaint section come get notice team operate different country dont even simple complaint section,-0.3333333333333333,Negative
days able get refund flight take due technical care service act like give complete least twice mail unable understand repeatedly writ flight flight next time need change service provider,-0.04642857142857143,Negative
try lock flight ticket past week always encounter technical difficulty try time whats lock price always encounter technical difficulty specifically facility possible add option flight directly via thank rate developer show,-0.03,Negative
horrible situation midnight stand alone road luggage care long time resolve issue plenty nearby place lastly discussion care senior team provide nearby alternative say limit shift around extra,-0.2625,Negative
terrible experience recently early morn amount confirm money also executive tell within do yet havent even get transaction money send make trip successfully,-0.05000000000000001,Negative
please avoid cancellation date change policy high cancellation charge consider instead,0.16,Positive
worthless train family wait list automatically even amount account yet difficult track process contact executive officer someone solve close support request without even inform without request support request time response application disgust,-0.65,Negative
flight choose seat pay didnt seat select pay seat havent amount till days since journey way reach even care number also always busy biggest fraud see please dont dont even care pathetic,-0.45,Negative
select amount add fare miss ticket pay care less support executive explain dynamic fare work issue try justify fare change payment page complete transaction,-0.022222222222222216,Negative
ridiculous peak time travel absolute horrendous experience goa family leave find room night room show different one fill give wouldnt recommend anyone,-0.04444444444444443,Negative
issue current version trip disappear show fraction second end verify trip information issue till yesterday,0.0,Positive
worst travel agent service never rubbish lose around bus due make trip worst travel agent site never ever really want mind peace save money,-0.48125,Negative
worst worst zero support zero care leave danger say responsible agent partner need commission flight do easily reach company give responsible neither flight zero rat,-0.23333333333333334,Negative
never ever train flight cancel trip better,0.5,Positive
experience worst first time bus ticket due traveller trip get refund make contect available catch care support bed experience get refund,-0.11875,Negative
worst ever see cant even get back money train days till yet get back refund dont,-0.3333333333333333,Negative
black member higher price normal support available number doesnt allow new,0.15393939393939393,Positive
give discount part campaign great allow gift card payment completion discount apply unprofessional type payment mode allow usage even offer apply either,0.8,Positive
train didnt show section able cancel cant get refund around option available contact raise service session better avoid third party like,0.35,Positive
smooth meticulous would even better also show convenience fee,0.45,Positive
dont want give even star bad experience train ticket fare make trip send message full amount get refund say ticket payment anyway lose money one care simply waste platform,-0.18333333333333326,Negative
register mark service provide bus polite well experience care caution consideration especially theyre physically disable,0.0,Positive
cancellation convenient lower competitor great experience,0.8,Positive
worst site unfortunately cancel ticket support try,-0.75,Negative
excellent service numerous domestic international positive experience find suitable even seamless wide range suit budget preference ease payment various good good job thank service,0.2888429752066116,Positive
